Tweet,Suicide,Clean_Tweet
i do think homies doing the right thing amp deserves every dollar he will get steelers are silly for not paying him,Potential Suicide post ,think homies right thing amp deserves every dollar get steelers silly paying
oh my god thanks for replying to me you just made me sooo happy please folow mei've learnt so much from your blogs,Not Suicide post,oh god thanks replying made sooo happy please folow mei 've learnt much blog
ive been ugly all my life ugh this is not fair i want to be cute for at least one era of my miserable life,Potential Suicide post ,ive ugly life ugh fair want cute least one era miserable life
wala akong specific problem actually im just so drained and tired of everything i just want to die hahahaha,Potential Suicide post ,wala akong specific problem actually im drained tired everything want die hahahaha
interesting a digital engagement peep good to know they're engaging with people at the coal face,Not Suicide post,interesting digital engagement peep good know 're engaging people coal face
my ggrandfather fought in ww1 earning the military medal at la boisselle then in 39 the thought of fight,Potential Suicide post ,ggrandfather fought ww1 earning military medal la boisselle 39 thought fight
it's not 'nerd' lisa it's 'retard' remember special olympics i don't speak austrian that guy is breathtaking,Not Suicide post,'s 'nerd ' lisa 's 'retard ' remember special olympics n't speak austrian guy breathtaking
important meetings happening all over the office and i'm not needed in any of them yes,Not Suicide post,important meeting happening office 'm needed yes
if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know,Potential Suicide post ,happy age 25 think best die 19 year old anxiety entire life depression since 12 gotten worse worse year add misophonia make life torture especially bad dont know fucki life reason live friend family scared die ironic wish dead time least wish never born life scary anyway thing dont get better next 5 year fucking quit maybe pussy like pathetic piece shit coward dont know
damn this is hardcore i hate myself for preheating so many ovens against clear ap style,Potential Suicide post ,damn hardcore hate preheating many oven clear ap style
got banned in my boy clayster's chat by his thot gf for saying its sad how cod pros wake up at 4 pm,Potential Suicide post ,got banned boy clayster 's chat thot gf saying sad cod pro wake 4 pm
alrite thanxx,Not Suicide post,alrite thanxx
you did not get mumps so thankfully my life is spared woop,Not Suicide post,get mumps thankfully life spared woop
just want to fucking sleep and never wake up ever again,Potential Suicide post ,want fucking sleep never wake ever
messi is tired,Not Suicide post,messi tired
congratulations to joe cole on a brilliant career enjoy your retirement mate registered,Not Suicide post,congratulation joe cole brilliant career enjoy retirement mate registered
i just want to remind yall that without iris barry allen would be dead right now but shes useless right,Potential Suicide post ,want remind yall without iris barry allen would dead right shes useless right
interesting that i was just asking myself that same question,Not Suicide post,interesting asking question
