Tweet,Suicide,Clean_Tweet
world got the right path celebrating 'matri pitri pujan diwas' started by,Not Suicide post,"['world', 'got', 'the', 'right', 'path', 'celebrating', ""'matri"", 'pitri', 'pujan', 'diwas', ""'"", 'started', 'by']"
lol he makes a few good points i love the 'customers who bought crocs also bought' hilarious,Not Suicide post,"['lol', 'he', 'makes', 'a', 'few', 'good', 'points', 'i', 'love', 'the', ""'customers"", 'who', 'bought', 'crocs', 'also', 'bought', ""'"", 'hilarious']"
aahhh i need sleep but cloverfield at 3am was worth it,Not Suicide post,"['aahhh', 'i', 'need', 'sleep', 'but', 'cloverfield', 'at', '3am', 'was', 'worth', 'it']"
yeah i remembered reading about that i think someone else mentioned itthere's still room in the market,Not Suicide post,"['yeah', 'i', 'remembered', 'reading', 'about', 'that', 'i', 'think', 'someone', 'else', 'mentioned', 'itthere', ""'s"", 'still', 'room', 'in', 'the', 'market']"
i gotcha this is my fridge not sure it's photographed well though arg,Not Suicide post,"['i', 'gotcha', 'this', 'is', 'my', 'fridge', 'not', 'sure', 'it', ""'s"", 'photographed', 'well', 'though', 'arg']"
is glad she got changed 3 times this morning xd its lovely amp sunny,Not Suicide post,"['is', 'glad', 'she', 'got', 'changed', '3', 'times', 'this', 'morning', 'xd', 'its', 'lovely', 'amp', 'sunny']"
i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal i don't know why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,Potential Suicide post ,"['i', 'will', 'probably', 'kill', 'myself', 'before', '2018', 'i', 'have', 'always', 'been', 'depressed', 'as', 'long', 'as', 'i', 'can', 'remember', 'summers', 'are', 'better', 'but', 'school', 'always', 'makes', 'it', 'much', 'worse', 'i', 'probably', 'would', 'have', 'tried', 'to', 'kill', 'myself', 'last', 'may', 'if', 'i', 'had', 'a', 'car', 'now', 'i', 'do', 'last', 'may', 'was', 'the', 'worst', 'its', 'ever', 'been', 'i', 'transferred', 'to', 'an', 'early', 'college', 'program', 'soi', 'amtaking', 'classes', 'at', 'the', 'cc', 'instead', 'of', 'my', 'shitass', 'high', 'school', 'ive', 'only', 'been', 'in', 'school', 'for', 'two', 'weeks', 'and', 'its', 'progressing', 'way', 'faster', 'than', 'normal', 'i', 'do', ""n't"", 'know', 'why', 'i', 'want', 'to', 'die', 'nothing', 'traumatic', 'has', 'happened', 'to', 'me', 'but', 'i', 'do', 'i', 'hate', 'myself', 'so', 'much', 'i', 'will', 'probably', 'co', 'myself', 'if', 'this', 'doesnt', 'get', 'better', 'soon']"
'evening carlota not bad thanks a bit tired but that is normal rolls eyes,Not Suicide post,"[""'evening"", 'carlota', 'not', 'bad', 'thanks', 'a', 'bit', 'tired', 'but', 'that', 'is', 'normal', 'rolls', 'eyes']"
well he was partially right i do want him to get sick and die and i would dance on his grave may,Potential Suicide post ,"['well', 'he', 'was', 'partially', 'right', 'i', 'do', 'want', 'him', 'to', 'get', 'sick', 'and', 'die', 'and', 'i', 'would', 'dance', 'on', 'his', 'grave', 'may']"
i am really goodtired but good,Not Suicide post,"['i', 'am', 'really', 'goodtired', 'but', 'good']"
im at the point of the semester where im so tired of everything i just want to roll over and die,Potential Suicide post ,"['im', 'at', 'the', 'point', 'of', 'the', 'semester', 'where', 'im', 'so', 'tired', 'of', 'everything', 'i', 'just', 'want', 'to', 'roll', 'over', 'and', 'die']"
today i almost kill myself because i almost hit by a bus thank allah,Not Suicide post,"['today', 'i', 'almost', 'kill', 'myself', 'because', 'i', 'almost', 'hit', 'by', 'a', 'bus', 'thank', 'allah']"
my friends think i'm weird because i watch the news all the timewatching the news,Not Suicide post,"['my', 'friends', 'think', 'i', ""'m"", 'weird', 'because', 'i', 'watch', 'the', 'news', 'all', 'the', 'timewatching', 'the', 'news']"
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,Potential Suicide post ,"['i', 'want', 'to', 'overdose', 'on', 'advil', 'and', 'benadryl', 'and', 'just', 'end', 'this', 'i', 'have', 'enough', 'to', 'do', 'the', 'job', 'i', 'am', 'really', 'tired', 'of', 'this', 'shit', 'i', 'just', 'want', 'to', 'give', 'up']"
lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be like that sometimes,Potential Suicide post ,"['lololololol', 'i', 'hate', 'how', 'i', 'trust', 'people', 'with', 'ugly', 'pictures', 'of', 'myself', 'and', 'then', 'they', 'break', 'that', 'trust', 'like', 'lol', 'damn', 'ok', 'it', 'be', 'like', 'that', 'sometimes']"
hers my view from canada for what its worth more than half of you didor he wouldnt be presidenthe treats his friends like shiteveryone is now his enemythe usa has lost all respect from herewe want tou to build the wall herecause we just dont trust you anymore,Potential Suicide post ,"['hers', 'my', 'view', 'from', 'canada', 'for', 'what', 'its', 'worth', 'more', 'than', 'half', 'of', 'you', 'didor', 'he', 'wouldnt', 'be', 'presidenthe', 'treats', 'his', 'friends', 'like', 'shiteveryone', 'is', 'now', 'his', 'enemythe', 'usa', 'has', 'lost', 'all', 'respect', 'from', 'herewe', 'want', 'tou', 'to', 'build', 'the', 'wall', 'herecause', 'we', 'just', 'dont', 'trust', 'you', 'anymore']"
i want you to explain yourself to me,Not Suicide post,"['i', 'want', 'you', 'to', 'explain', 'yourself', 'to', 'me']"
i am so jealous of this insane story i want to die,Potential Suicide post ,"['i', 'am', 'so', 'jealous', 'of', 'this', 'insane', 'story', 'i', 'want', 'to', 'die']"
and such a beautiful if typically mac'y web site too,Not Suicide post,"['and', 'such', 'a', 'beautiful', 'if', 'typically', 'mac', ""'"", 'y', 'web', 'site', 'too']"
im going to kill myself my ateacher just expanded the homework we needed to go by like fucking five times i tho,Potential Suicide post ,"['im', 'going', 'to', 'kill', 'myself', 'my', 'ateacher', 'just', 'expanded', 'the', 'homework', 'we', 'needed', 'to', 'go', 'by', 'like', 'fucking', 'five', 'times', 'i', 'tho']"
that dalek is great,Not Suicide post,"['that', 'dalek', 'is', 'great']"
daughter was delighted to see this assistant referee today 'her hair is like mine can i be a referee ',Not Suicide post,"['daughter', 'was', 'delighted', 'to', 'see', 'this', 'assistant', 'referee', 'today', ""'her"", 'hair', 'is', 'like', 'mine', 'can', 'i', 'be', 'a', 'referee', ""'""]"
mbappe is not tired,Not Suicide post,"['mbappe', 'is', 'not', 'tired']"
i agree its awful and makes no sense regardless of his last mistakes he didnt deserve to die and mocking him,Potential Suicide post ,"['i', 'agree', 'its', 'awful', 'and', 'makes', 'no', 'sense', 'regardless', 'of', 'his', 'last', 'mistakes', 'he', 'didnt', 'deserve', 'to', 'die', 'and', 'mocking', 'him']"
the pentagon spent millions to prevent suicides but the suicide rate went up instead,Potential Suicide post ,"['the', 'pentagon', 'spent', 'millions', 'to', 'prevent', 'suicides', 'but', 'the', 'suicide', 'rate', 'went', 'up', 'instead']"
man game of thrones is going to end next year and i'll have to wait 10 years for twow and ados to come out to get m,Potential Suicide post ,"['man', 'game', 'of', 'thrones', 'is', 'going', 'to', 'end', 'next', 'year', 'and', 'i', ""'ll"", 'have', 'to', 'wait', '10', 'years', 'for', 'twow', 'and', 'ados', 'to', 'come', 'out', 'to', 'get', 'm']"
hi just joined and i think it's brill haha still in bedcouldn't be bothered getting up anywaybye,Not Suicide post,"['hi', 'just', 'joined', 'and', 'i', 'think', 'it', ""'s"", 'brill', 'haha', 'still', 'in', 'bedcould', ""n't"", 'be', 'bothered', 'getting', 'up', 'anywaybye']"
thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,Potential Suicide post ,"['thinking', 'about', 'killing', 'myself', 'i', 'got', 'raped', 'at', '10', 'years', 'old', 'by', 'a', 'drunk', 'homeless', 'man', 'and', 'who', 'is', 'trying', 'to', 'find', 'where', 'i', 'live', 'and', 'i', 'am', 'now', '19', 'year', 'old', 'boy', 'with', 'no', 'friends', 'my', 'gf', 'dumped', 'me', 'everyone', 'hates', 'me', 'my', 'mom', 'and', 'dad', 'hate', 'me', 'i', 'got', 'abused', 'when', 'i', 'was', 'kid', 'i', 'dont', 'have', 'any', 'reason', 'to', 'live', 'anymore', 'i', 'want', 'to', 'kill', 'myself']"
wasn't the performance we wanted but delighted with a point we're still unbeaten amp got the best gk in the world,Not Suicide post,"['was', ""n't"", 'the', 'performance', 'we', 'wanted', 'but', 'delighted', 'with', 'a', 'point', 'we', ""'re"", 'still', 'unbeaten', 'amp', 'got', 'the', 'best', 'gk', 'in', 'the', 'world']"
in ny no flight delays thank goodness las vegas was memorable loved fobatlcs concert,Not Suicide post,"['in', 'ny', 'no', 'flight', 'delays', 'thank', 'goodness', 'las', 'vegas', 'was', 'memorable', 'loved', 'fobatlcs', 'concert']"
is going to take a nap before going for bm tuition,Not Suicide post,"['is', 'going', 'to', 'take', 'a', 'nap', 'before', 'going', 'for', 'bm', 'tuition']"
they figure me a dead motherfucker,Potential Suicide post ,"['they', 'figure', 'me', 'a', 'dead', 'motherfucker']"
isn't that sweet of them altruism at it's finest,Not Suicide post,"['is', ""n't"", 'that', 'sweet', 'of', 'them', 'altruism', 'at', 'it', ""'s"", 'finest']"
edit my mood,Not Suicide post,"['edit', 'my', 'mood']"
she's soo cute good luck with the museum thing lol,Not Suicide post,"['she', ""'s"", 'soo', 'cute', 'good', 'luck', 'with', 'the', 'museum', 'thing', 'lol']"
i think the ginger next door are having a fight like a bad one i don't know what to do,Not Suicide post,"['i', 'think', 'the', 'ginger', 'next', 'door', 'are', 'having', 'a', 'fight', 'like', 'a', 'bad', 'one', 'i', 'do', ""n't"", 'know', 'what', 'to', 'do']"
want to kill him,Not Suicide post,"['want', 'to', 'kill', 'him']"
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean,Potential Suicide post ,"['why', 'is', 'mankind', 'afraid', 'of', 'death', 'lately', 'i', 'am', 'asking', 'myself', 'more', 'often', 'and', 'often', 'why', 'do', 'we', 'fear', 'death', 'nowdays', 'back', 'in', 'the', 'middle', 'ages', 'for', 'example', 'of', 'course', 'you', 'fear', 'getting', 'in', 'hell', 'and', 'stupid', 'shit', 'like', 'that', 'but', 'today', 'even', 'if', 'it', 'is', 'completly', 'painless', 'why', 'would', 'you', 'struggle', 'to', 'just', 'end', 'it', 'all', 'i', 'myself', 'am', 'not', 'suicidal', 'i', 'would', 'say', 'even', 'if', 'i', 'think', 'about', 'it', 'more', 'than', 'often', 'to', 'just', 'quit', 'go', 'the', 'pussy', 'but', 'easy', 'way', 'why', 'should', 'i', 'struggle', 'with', 'life', 'instead', 'of', 'going', 'the', 'easy', 'route', 'personally', 'i', 'think', 'its', 'because', 'mankind', 'fears', 'the', 'unkown', 'we', 'dont', 'know', 'whats', 'after', 'death', 'because', 'none', 'really', 'came', 'back', 'from', 'actual', 'death', 'and', 'reported', 'about', 'it', 'like', 'actual', 'clinical', 'dead', 'but', 'is', 'is', 'really', 'the', 'only', 'reason', 'like', 'i', 'know', 'i', 'am', 'not', 'going', 'to', 'kill', 'myself', 'yet', 'and', 'it', 'probably', 'stays', 'that', 'way', 'because', 'i', 'am', 'just', 'too', 'much', 'of', 'a', 'pussy', 'to', 'be', 'a', 'pussy', 'if', 'you', 'get', 'what', 'i', 'mean']"
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post ,"['i', 'want', 'everyone', 'to', 'feel', 'my', 'pain', 'i', 'am', 'sick', 'of', 'everyone', 'trying', 'to', 'hold', 'me', 'down', 'and', 'take', 'advantage', 'of', 'mei', 'amsick', 'of', 'always', 'being', 'second', 'choicei', 'amsick', 'of', 'being', 'neglected', 'feared', 'and', 'hated', 'i', 'want', 'everyone', 'to', 'feel', 'my', 'wrath', 'and', 'my', 'pain', 'i', 'am', 'sick', 'of', 'hiding', 'in', 'the', 'shadows', 'and', 'just', 'taking', 'it', 'all', 'i', 'want', 'everything', 'they', 'ever', 'did', 'to', 'me', 'to', 'happen', 'to', 'them', 'and', '100', 'times', 'over', 'i', 'hope', 'they', 'never', 'get', 'reliefi', 'amsick', 'of', 'people', 'and', 'i', 'am', 'not', 'afraid', 'to', 'admit', 'it', 'and', 'it', 'makes', 'me', 'sick', 'to', 'see', 'so', 'many', 'happy', 'people', 'with', 'perfect', 'lives', 'they', 'dont', 'deserve', 'it', 'if', 'i', 'cant', 'be', 'happy', 'why', 'should', 'anyone', 'else', 'be']"
back home and finished dinner just stopped by for a minute still much to do tonight be back later,Not Suicide post,"['back', 'home', 'and', 'finished', 'dinner', 'just', 'stopped', 'by', 'for', 'a', 'minute', 'still', 'much', 'to', 'do', 'tonight', 'be', 'back', 'later']"
it is the pizza place is standing room only around dinnertime they had a pizza named after me the woo,Not Suicide post,"['it', 'is', 'the', 'pizza', 'place', 'is', 'standing', 'room', 'only', 'around', 'dinnertime', 'they', 'had', 'a', 'pizza', 'named', 'after', 'me', 'the', 'woo']"
i'm so fucking tired of depression i woke up feeling productive today now i don't want to do anything i feel shit,Potential Suicide post ,"['i', ""'m"", 'so', 'fucking', 'tired', 'of', 'depression', 'i', 'woke', 'up', 'feeling', 'productive', 'today', 'now', 'i', 'do', ""n't"", 'want', 'to', 'do', 'anything', 'i', 'feel', 'shit']"
just working matey but i'm off next week,Not Suicide post,"['just', 'working', 'matey', 'but', 'i', ""'m"", 'off', 'next', 'week']"
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,Potential Suicide post ,"['i', 'am', 'done', 'my', 'last', 'post', 'was', 'how', 'i', 'am', 'tired', 'of', 'living', 'and', 'the', 'only', 'good', 'thing', 'left', 'in', 'my', 'life', 'was', 'my', 'girlfriend', 'but', 'she', 'just', 'broke', 'up', 'with', 'me', 'and', 'i', 'feel', 'so', 'alone', 'and', 'hopeless', 'i', 'dont', 'really', 'feel', 'like', 'going', 'on', 'i', 'really', 'want', 'to', 'kill', 'myself']"
